Ward name,Old code,New code,Population,Children_0-15 ,Children_0-15 %,Area - Square,Population_density, children_obese%, children_obese_year6,Employment_rate ,House_Price,Household_income,no_qualifications%,Crime_rate %,open_space% ,Cars_per_household 
Kensington and Chelsea,00AWGC,E05000386,9100,1150,12.8,0.5,17700.0,,,64.8,1325000.0,61810.0,3.8,109.0,13.4,0.5
Kensington and Chelsea,00AWGD,E05000387,8250,1250,15.0,0.6,13250.0,11.0,21.1,63.0,1050000.0,43920.0,15.4,89.5,29.3,0.5
Kensington and Chelsea,00AWGE,E05000388,9300,1150,12.1,0.5,18100.0,6.4,19.5,68.5,783250.0,44100.0,8.4,110.4,10.0,0.4
Kensington and Chelsea,00AWGF,E05000389,9600,1650,17.4,0.9,10111.1,13.3,20.6,59.3,533800.0,30100.0,22.5,130.9,34.6,0.4
Kensington and Chelsea,00AWGG,E05000390,8850,1250,13.9,0.6,14416.7,,,69.1,1587500.0,58100.0,9.2,188.3,8.5,0.6
Kensington and Chelsea,00AWGH,E05000391,9850,1850,18.6,1.0,9600.0,12.0,16.0,66.4,1375000.0,54770.0,7.0,70.8,27.7,0.7
Kensington and Chelsea,00AWGJ,E05000392,8750,1600,18.3,0.7,12214.3,,23.0,67.4,1343000.0,53430.0,14.2,97.2,15.4,0.6
Kensington and Chelsea,00AWGK,E05000393,9750,1850,19.1,0.6,15750.0,,23.9,61.8,776000.0,36690.0,19.4,99.3,9.3,0.5
Kensington and Chelsea,00AWGL,E05000394,7700,1100,14.0,0.5,15100.0,,,74.8,1127500.0,55710.0,6.2,177.9,11.9,0.5
Kensington and Chelsea,00AWGM,E05000395,9950,1500,14.8,0.6,16166.7,,,66.3,1745000.0,63630.0,3.8,88.0,5.8,0.6
Kensington and Chelsea,00AWGN,E05000396,9300,1400,15.3,0.7,13000.0,,23.9,74.3,995000.0,54550.0,5.2,80.1,28.1,0.6
Kensington and Chelsea,00AWGP,E05000397,7350,1000,13.6,0.9,7944.4,,30.8,72.8,1995000.0,60600.0,9.0,117.9,43.1,0.8
Kensington and Chelsea,00AWGQ,E05000398,9600,1800,18.6,0.7,13285.7,,23.7,63.4,642500.0,36100.0,21.5,114.8,21.9,0.5
Kensington and Chelsea,00AWGR,E05000399,8250,1300,15.5,0.7,11571.4,7.7,18.6,73.0,1100000.0,54990.0,7.3,118.7,9.1,0.7
Kingston upon Thames,00AXFX,E05000400,9700,1900,19.7,2.7,3537.0,7.6,20.6,75.1,404975.0,41390.0,15.8,34.7,43.7,1.4
Kingston upon Thames,00AXFY,E05000401,9800,1800,18.2,1.5,6466.7,4.6,8.6,74.8,361125.0,42330.0,11.9,31.6,10.9,1.0
Kingston upon Thames,00AXFZ,E05000402,10450,2200,20.8,1.9,5447.4,6.5,13.1,71.6,435000.0,40700.0,15.2,64.5,26.4,1.0
Kingston upon Thames,00AXGA,E05000403,13300,3100,23.4,1.2,10791.7,3.8,12.1,74.9,449500.0,45600.0,9.0,38.4,7.0,0.9
Kingston upon Thames,00AXGB,E05000404,9000,1800,20.1,1.9,4710.5,9.8,23.8,76.4,310000.0,37230.0,21.9,43.9,27.5,1.3
Kingston upon Thames,00AXGC,E05000405,10550,2200,20.9,7.6,1375.0,8.1,24.6,78.5,315000.0,38310.0,19.1,47.5,75.7,1.4
Kingston upon Thames,00AXGD,E05000406,10750,1950,18.3,4.4,2420.5,4.9,21.4,64.5,480000.0,45650.0,10.7,47.8,42.1,1.3
Kingston upon Thames,00AXGE,E05000407,10050,2100,20.6,1.6,6250.0,5.2,12.7,72.4,480000.0,44320.0,11.7,26.2,11.0,1.2
Kingston upon Thames,00AXGF,E05000408,11800,1950,16.8,1.9,6105.3,6.0,18.9,66.8,400000.0,41410.0,8.5,268.5,23.6,0.8
Kingston upon Thames,00AXGG,E05000409,10600,2150,20.1,1.3,8076.9,11.3,19.6,68.2,341750.0,34650.0,17.7,62.4,34.5,0.8
Kingston upon Thames,00AXGH,E05000410,9700,1850,19.0,1.8,5361.1,6.7,16.4,74.0,395725.0,41760.0,15.7,29.6,21.3,1.4
Kingston upon Thames,00AXGJ,E05000411,9250,1700,18.2,2.2,4181.8,5.9,14.8,71.9,443567.5,41850.0,15.9,33.8,28.2,1.3
Kingston upon Thames,00AXGK,E05000412,10900,1350,12.2,1.4,7785.7,2.9,8.7,69.4,395350.0,44930.0,6.7,49.7,23.9,0.9
Kingston upon Thames,00AXGL,E05000413,10950,1900,17.4,1.7,6352.9,4.2,9.8,78.2,396770.0,43160.0,10.7,29.6,5.8,1.0
Kingston upon Thames,00AXGM,E05000414,10650,2150,20.1,2.6,3961.5,4.9,15.2,76.2,337195.0,37840.0,18.4,53.7,33.1,1.2
Kingston upon Thames,00AXGN,E05000415,9850,2150,22.0,1.6,6125.0,3.3,11.6,76.9,550000.0,48530.0,10.1,33.1,22.7,1.2
Lambeth,00AYFZ,E05000416,11400,1250,10.9,1.5,7066.7,15.6,22.2,66.2,590000.0,40360.0,14.5,243.6,31.6,0.4
Lambeth,00AYGA,E05000417,16650,2650,16.0,1.1,14863.6,9.9,20.2,75.3,420000.0,39050.0,13.8,91.5,13.1,0.5
Lambeth,00AYGB,E05000418,13600,2150,15.8,1.3,10192.3,12.7,20.2,80.3,620000.0,49520.0,8.3,85.6,27.9,0.7
Lambeth,00AYGC,E05000419,14850,2150,14.3,1.1,13045.5,12.0,24.5,80.0,610000.0,44960.0,10.9,142.5,13.1,0.5
Lambeth,00AYGD,E05000420,17500,3550,20.2,1.2,14333.3,12.9,24.3,64.9,435000.0,32220.0,17.6,180.9,14.4,0.4
Lambeth,00AYGE,E05000421,16400,2050,12.5,0.9,17555.6,15.2,32.6,77.0,497475.0,39480.0,13.3,145.6,10.3,0.4
Lambeth,00AYGF,E05000422,13900,3150,22.7,1.6,8625.0,13.3,27.5,69.7,350000.0,36650.0,18.4,79.6,25.7,0.6
Lambeth,00AYGG,E05000423,15600,2950,19.0,2.0,7700.0,9.9,19.5,75.3,432500.0,41700.0,12.2,92.4,37.9,0.5
Lambeth,00AYGH,E05000424,15200,3450,22.6,1.5,9966.7,9.1,21.3,68.8,355000.0,36950.0,15.9,74.6,13.3,0.6
Lambeth,00AYGJ,E05000425,18000,2900,16.0,1.1,16181.8,10.8,28.6,73.5,430000.0,37260.0,13.9,92.8,20.0,0.4
Lambeth,00AYGK,E05000426,16600,2300,13.7,1.3,12269.2,9.9,25.2,74.3,699995.0,39200.0,13.0,127.4,24.9,0.4
Lambeth,00AYGL,E05000427,15400,2550,16.5,1.2,12458.3,10.0,23.9,71.1,495000.0,37600.0,16.3,119.3,20.7,0.4
Lambeth,00AYGM,E05000428,15200,2800,18.3,1.4,10642.9,8.8,20.9,75.6,340000.0,39880.0,12.6,104.0,12.1,0.6
Lambeth,00AYGN,E05000429,15250,2800,18.4,0.9,16777.8,15.0,25.7,71.2,391375.0,35050.0,16.2,83.7,13.2,0.4
Lambeth,00AYGP,E05000430,15150,2700,18.0,1.3,11307.7,13.2,20.9,74.6,359000.0,39250.0,13.5,76.9,14.1,0.6
Lambeth,00AYGQ,E05000431,14750,2950,20.0,1.7,8558.8,9.5,23.9,70.4,375000.0,36710.0,17.0,74.9,26.0,0.8
Lambeth,00AYGR,E05000432,15250,3050,19.8,1.5,10066.7,9.6,20.9,74.2,345875.0,38270.0,13.9,72.7,18.3,0.6
Lambeth,00AYGS,E05000433,14000,2800,19.9,1.1,12045.5,9.7,26.6,74.3,511250.0,41880.0,14.2,55.2,22.4,0.6
Lambeth,00AYGT,E05000434,13800,3150,22.7,1.5,9133.3,8.9,18.2,74.0,412747.5,41600.0,12.7,73.2,19.7,0.7
Lambeth,00AYGU,E05000435,16250,3300,20.3,1.0,16000.0,13.6,27.1,70.5,417000.0,35610.0,14.7,80.3,16.6,0.5
Lambeth,00AYGW,E05000436,15600,2600,16.5,1.1,13590.9,15.4,27.7,67.6,395000.0,34830.0,16.0,81.0,16.8,0.4
Lewisham,00AZGD,E05000437,15300,3700,24.1,3.1,4854.8,11.9,28.2,64.9,265000.0,31340.0,25.4,94.0,46.7,0.7
Lewisham,00AZGE,E05000438,15000,2700,18.1,2.3,6304.3,9.6,22.6,74.1,385000.0,44870.0,13.2,83.9,34.6,0.7
Lewisham,00AZGF,E05000439,18550,2950,15.8,1.7,10558.8,9.8,24.8,71.3,330000.0,38100.0,11.8,78.8,13.3,0.5
Lewisham,00AZGG,E05000440,15650,3200,20.6,1.9,8157.9,10.5,23.5,70.2,332500.0,39070.0,17.3,44.8,3.0,0.9
Lewisham,00AZGH,E05000441,15350,3200,20.8,1.7,8882.4,6.8,19.6,73.9,455000.0,42560.0,15.3,58.4,20.7,0.7
Lewisham,00AZGJ,E05000442,15000,3500,23.4,2.4,6145.8,12.2,26.7,63.6,242500.0,30880.0,30.2,78.9,30.1,0.7
Lewisham,00AZGK,E05000443,18550,4250,22.9,1.8,9777.8,13.4,27.0,63.7,315000.0,30560.0,19.1,69.6,22.6,0.4
Lewisham,00AZGL,E05000444,15300,3300,21.5,1.8,8388.9,9.0,22.0,73.6,340000.0,40960.0,13.9,69.9,22.2,0.7
Lewisham,00AZGM,E05000445,15100,3100,20.5,2.4,6208.3,10.6,24.2,69.3,250000.0,36150.0,22.5,50.6,21.6,0.9
Lewisham,00AZGN,E05000446,15200,2750,17.9,1.6,9281.3,7.3,26.8,70.5,370000.0,40290.0,12.8,55.0,25.7,0.7
Lewisham,00AZGP,E05000447,15050,3000,20.0,1.8,8222.2,8.6,18.8,75.1,402500.0,42760.0,14.6,60.9,11.7,0.7
Lewisham,00AZGQ,E05000448,20250,4050,20.0,2.1,8976.2,12.0,25.3,69.6,290000.0,35760.0,16.1,134.9,13.8,0.5
Lewisham,00AZGR,E05000449,17650,3550,20.0,1.8,9305.6,15.6,27.5,64.6,242000.0,31520.0,17.9,108.5,16.5,0.5
Lewisham,00AZGS,E05000450,16050,3350,20.8,1.7,9323.5,9.7,24.0,72.9,355000.0,39130.0,16.2,54.6,9.7,0.7
Lewisham,00AZGT,E05000451,16650,3800,22.7,1.8,8777.8,13.7,20.1,66.2,270000.0,34670.0,18.0,118.7,24.0,0.6
Lewisham,00AZGU,E05000452,16150,3350,20.7,1.7,9352.9,10.6,27.5,69.1,350000.0,37060.0,18.7,73.2,13.1,0.7
Lewisham,00AZGW,E05000453,17250,3250,18.8,1.5,11233.3,11.3,23.4,70.6,360000.0,37230.0,14.4,51.1,16.5,0.6
Lewisham,00AZGX,E05000454,15050,3650,24.2,2.2,6659.1,12.6,24.9,64.8,248000.0,32840.0,25.9,70.4,27.9,0.8
Merton,00BAFX,E05000455,10600,1950,18.6,1.4,7607.1,4.1,14.7,80.3,482500.0,45370.0,10.1,71.6,12.8,0.7
Merton,00BAFY,E05000456,9500,1700,17.9,2.2,4340.9,6.2,22.0,75.9,455000.0,42320.0,17.0,35.4,42.7,1.2
Merton,00BAFZ,E05000457,11250,1900,16.7,1.1,10181.8,10.5,17.3,76.7,350000.0,38780.0,13.3,79.1,14.6,0.7
Merton,00BAGA,E05000458,11800,2850,24.1,3.0,3933.3,11.9,24.0,65.7,245000.0,29930.0,24.5,78.5,50.0,0.7
Merton,00BAGB,E05000459,9650,1800,18.8,1.2,8000.0,,11.9,83.2,565000.0,49910.0,7.8,60.4,15.3,0.8
Merton,00BAGC,E05000460,11700,2850,24.5,1.1,10545.5,13.5,27.0,66.3,250000.0,30860.0,21.0,78.8,23.0,0.8
Merton,00BAGD,E05000461,10100,2000,19.8,0.9,11222.2,12.4,27.2,71.6,388000.0,35580.0,15.8,55.6,12.3,0.9
Merton,00BAGE,E05000462,9250,1400,15.0,1.2,7708.3,5.1,,79.8,563750.0,51480.0,6.4,56.7,5.6,0.8
Merton,00BAGF,E05000463,10650,2300,21.4,1.2,8875.0,12.7,25.5,72.6,280000.0,33360.0,18.1,57.9,18.6,0.8
Merton,00BAGG,E05000464,10500,2300,21.6,1.5,6966.7,14.6,23.5,69.9,295000.0,34350.0,19.1,50.9,36.6,1.0
Merton,00BAGH,E05000465,9350,1750,18.9,1.8,5194.4,9.3,18.1,78.1,320000.0,38730.0,20.9,33.1,34.0,1.3
Merton,00BAGJ,E05000466,9750,1950,19.9,1.8,5444.4,4.7,11.5,75.2,522500.0,46300.0,11.5,54.8,18.8,1.0
Merton,00BAGK,E05000467,10800,2550,23.7,2.2,4863.6,10.9,26.2,67.8,288000.0,31940.0,21.7,60.2,52.8,1.0
Merton,00BAGL,E05000468,10250,2250,21.7,1.8,5694.4,12.4,24.2,69.0,285000.0,32330.0,23.7,63.7,37.8,0.9
Merton,00BAGM,E05000469,10000,2050,20.5,1.9,5263.2,2.0,11.8,77.6,499500.0,49340.0,9.7,43.9,24.4,1.0
Merton,00BAGN,E05000470,10650,2350,22.0,1.8,5944.4,11.9,21.8,69.4,280000.0,32530.0,23.7,51.4,41.6,0.9
Merton,00BAGP,E05000471,10000,2050,20.5,1.1,9136.4,6.4,17.1,80.7,497000.0,47380.0,9.2,83.9,15.7,0.8
Merton,00BAGQ,E05000472,8750,1650,18.9,6.2,1411.3,,,71.3,1530000.0,62200.0,6.8,52.2,62.2,1.4
Merton,00BAGR,E05000473,10200,2150,20.9,2.0,5075.0,5.5,18.0,76.5,475000.0,44170.0,13.9,49.6,32.4,1.1
Merton,00BAGS,E05000474,11500,2700,23.6,2.3,5021.7,4.2,13.3,78.4,732500.0,50730.0,7.8,42.2,28.5,1.0
Newham,00BBGB,E05000475,16700,3650,22.0,6.3,2539.7,13.0,21.4,60.3,233500.0,34100.0,19.2,125.2,30.9,0.7
Newham,00BBGC,E05000476,16350,4050,24.9,0.9,18055.6,13.0,29.1,58.2,250000.0,31630.0,22.4,69.8,6.1,0.6
Newham,00BBGD,E05000477,16650,3550,21.4,2.5,6300.0,15.0,29.5,59.5,249000.0,28910.0,25.7,93.9,21.6,0.5
Newham,00BBGE,E05000478,20350,4050,19.8,1.8,10166.7,14.3,27.8,64.4,280000.0,32870.0,22.6,64.8,26.6,0.5
Newham,00BBGF,E05000479,14850,3500,23.5,2.1,6738.1,12.2,26.5,62.8,250000.0,31840.0,25.3,108.1,30.6,0.7
Newham,00BBGG,E05000480,16200,3650,22.4,1.0,16200.0,13.4,26.1,58.0,250000.0,32380.0,19.3,111.8,10.8,0.6
Newham,00BBGH,E05000481,14250,3050,21.5,0.9,15722.2,10.7,24.9,56.3,249995.0,32340.0,19.9,54.7,12.4,0.7
Newham,00BBGJ,E05000482,16250,4250,26.3,1.8,8861.1,10.4,26.5,59.0,240000.0,31430.0,24.3,67.1,23.5,0.7
Newham,00BBGK,E05000483,16550,3500,21.2,1.2,13750.0,16.2,24.3,64.7,313000.0,34270.0,17.8,64.7,13.8,0.6
Newham,00BBGL,E05000484,18150,3650,20.2,1.2,14875.0,10.7,27.7,62.1,263900.0,34550.0,17.6,87.9,2.2,0.6
Newham,00BBGM,E05000485,16250,3650,22.3,0.7,23071.4,9.5,25.8,55.4,260000.0,31570.0,20.3,60.1,2.4,0.6
Newham,00BBGN,E05000486,15500,3350,21.5,0.8,19187.5,12.6,20.8,54.3,250000.0,31080.0,21.6,71.2,3.2,0.7
Newham,00BBGP,E05000487,17100,4750,27.9,1.9,8921.1,12.8,26.5,53.0,230000.0,29730.0,23.2,75.6,48.6,0.6
Newham,00BBGQ,E05000488,15600,3750,24.0,1.3,11923.1,10.9,26.1,55.8,249974.5,31580.0,20.7,66.8,26.6,0.7
Newham,00BBGR,E05000489,15800,3700,23.4,1.0,15700.0,13.0,23.7,58.4,250000.0,30740.0,23.6,61.9,10.7,0.5
Newham,00BBGS,E05000490,16800,4700,27.9,1.4,11892.9,14.7,27.6,61.8,250000.0,31750.0,21.8,92.0,14.6,0.6
Newham,00BBGT,E05000491,16550,3450,20.8,4.8,2843.8,12.4,31.4,71.9,303500.0,38580.0,14.1,71.5,56.8,0.7
Newham,00BBGU,E05000492,26700,3700,13.9,4.2,5333.3,11.3,23.0,68.9,280000.0,35840.0,13.9,240.9,44.7,0.4
Newham,00BBGW,E05000493,15150,3850,25.4,1.4,10750.0,10.2,24.3,57.1,250000.0,32330.0,19.6,46.6,33.9,0.7
Newham,00BBGX,E05000494,16150,3300,20.3,1.3,12269.2,14.5,27.2,63.1,273500.0,32310.0,20.9,58.8,27.2,0.5
Redbridge,00BCFY,E05000495,15800,3500,22.3,8.6,1796.5,11.5,21.4,67.4,315000.0,37310.0,19.6,66.3,78.2,1.1
Redbridge,00BCFZ,E05000496,13150,2600,19.7,1.5,8766.7,7.6,21.5,67.3,368750.0,39620.0,17.2,50.5,1.3,1.2
Redbridge,00BCGA,E05000497,11850,2350,20.0,2.6,4596.2,9.6,17.9,73.2,340000.0,39320.0,19.9,58.6,35.8,1.1
Redbridge,00BCGB,E05000498,14850,3750,25.4,1.5,9900.0,13.6,27.4,68.4,250000.0,36700.0,18.5,54.5,5.0,1.0
Redbridge,00BCGC,E05000499,11900,2300,19.5,1.5,7966.7,7.9,15.6,79.3,340000.0,45410.0,12.3,61.0,4.8,1.1
Redbridge,00BCGD,E05000500,13600,2650,19.5,2.5,5480.0,6.9,23.1,67.8,390000.0,41450.0,17.0,54.0,22.0,1.4
Redbridge,00BCGE,E05000501,16950,4750,27.9,1.3,12423.1,10.9,20.9,56.5,235000.0,30230.0,18.6,136.7,7.1,0.8
Redbridge,00BCGF,E05000502,13300,2900,21.6,2.4,5562.5,12.2,18.7,62.8,367500.0,38290.0,17.6,73.0,39.9,1.2
Redbridge,00BCGG,E05000503,12900,2700,20.8,3.6,3611.1,11.3,26.5,70.8,310000.0,37560.0,21.2,57.7,48.4,1.2
Redbridge,00BCGH,E05000504,13150,2750,20.9,2.2,6045.5,9.8,26.3,66.7,339497.5,35690.0,23.4,55.4,23.7,1.2
Redbridge,00BCGJ,E05000505,13400,3400,25.3,1.6,8437.5,13.0,22.5,61.0,307000.0,33820.0,18.1,70.3,27.7,1.0
Redbridge,00BCGK,E05000506,13550,3050,22.7,5.6,2410.7,9.7,26.2,65.1,249999.0,31520.0,28.9,60.4,62.6,1.0
Redbridge,00BCGL,E05000507,17700,5150,29.2,1.3,13423.1,11.8,25.7,53.5,193000.0,28500.0,20.1,86.2,16.8,0.7
Redbridge,00BCGM,E05000508,13950,3400,24.4,1.9,7394.7,12.6,23.1,63.5,305000.0,35630.0,20.5,52.5,14.3,1.2
Redbridge,00BCGN,E05000509,10650,1750,16.5,3.1,3451.6,7.5,12.3,76.2,499747.5,48780.0,15.0,48.1,31.0,1.4
Redbridge,00BCGP,E05000510,17450,4350,24.8,2.1,8309.5,14.9,22.4,63.2,315000.0,35550.0,17.4,54.9,21.4,1.1
Redbridge,00BCGQ,E05000511,12550,2900,23.3,2.3,5434.8,8.9,21.3,73.8,302500.0,41040.0,15.9,50.3,35.7,1.1
Redbridge,00BCGR,E05000512,16950,4200,24.9,2.1,7809.5,8.9,26.1,60.1,294000.0,34480.0,18.4,87.3,21.4,1.0
Redbridge,00BCGS,E05000513,12100,2150,17.8,2.0,6100.0,5.6,13.8,78.1,361392.5,45160.0,14.9,51.8,12.6,1.0
Redbridge,00BCGT,E05000514,15050,3950,26.2,1.5,9900.0,9.7,24.6,60.6,225000.0,34900.0,16.6,104.5,13.3,0.8
Redbridge,00BCGU,E05000515,11700,2350,20.0,5.2,2278.8,9.5,18.6,74.5,460000.0,46370.0,15.2,71.8,66.5,1.1
Richmond upon Thames,00BDFW,E05000516,10500,2100,19.9,3.0,3500.0,4.8,14.7,72.3,1362500.0,55450.0,9.1,55.7,54.4,1.0
Richmond upon Thames,00BDFX,E05000517,10500,2500,23.6,5.8,1810.3,5.0,7.6,78.2,985000.0,56090.0,6.6,48.7,76.6,1.1
Richmond upon Thames,00BDFY,E05000518,10300,2250,21.8,1.9,5421.1,5.6,9.0,79.6,480000.0,48810.0,10.8,44.7,32.7,1.1
Richmond upon Thames,00BDFZ,E05000519,10550,2000,19.0,9.4,1122.3,5.0,13.2,73.4,500000.0,44870.0,14.1,56.0,81.9,1.0
Richmond upon Thames,00BDGA,E05000520,10250,2050,20.1,6.9,1478.3,5.3,14.6,77.2,599950.0,46750.0,12.5,49.7,74.7,1.2
Richmond upon Thames,00BDGB,E05000521,9600,1850,19.4,1.9,5052.6,7.8,19.7,73.5,335000.0,39440.0,17.6,47.9,28.2,1.2
Richmond upon Thames,00BDGC,E05000522,10550,2150,20.3,2.7,3888.9,6.4,10.1,73.1,455000.0,46760.0,10.0,46.2,50.0,1.1
Richmond upon Thames,00BDGD,E05000523,10600,2100,19.9,1.9,5552.6,9.6,18.9,70.8,380500.0,36950.0,20.4,55.3,27.1,1.2
Richmond upon Thames,00BDGE,E05000524,11650,2450,21.0,3.6,3236.1,3.5,12.6,77.1,630000.0,52130.0,7.5,56.7,56.7,1.0
Richmond upon Thames,00BDGF,E05000525,11100,2600,23.4,1.9,5815.8,5.3,11.3,77.9,746500.0,50100.0,9.8,64.1,39.1,0.9
Richmond upon Thames,00BDGG,E05000526,11050,2200,19.9,2.8,3910.7,4.7,11.2,78.4,625625.0,50860.0,10.2,58.6,54.1,0.9
Richmond upon Thames,00BDGH,E05000527,11800,2750,23.1,2.0,5775.0,4.0,8.9,80.8,600000.0,52870.0,6.6,58.3,23.6,1.1
Richmond upon Thames,00BDGJ,E05000528,11100,1900,17.1,2.7,4092.6,4.7,9.9,76.0,655000.0,52690.0,7.1,110.7,47.4,0.9
Richmond upon Thames,00BDGK,E05000529,10100,2000,19.6,1.7,5970.6,5.8,8.7,76.8,555500.0,51380.0,6.4,35.3,26.7,1.1
Richmond upon Thames,00BDGL,E05000530,10550,2050,19.3,4.3,2453.5,7.4,5.9,79.9,499950.0,50600.0,7.7,46.4,64.0,1.1
Richmond upon Thames,00BDGM,E05000531,10650,2000,19.0,2.0,5325.0,3.2,7.6,80.7,458725.0,51350.0,6.2,66.7,37.8,0.9
Richmond upon Thames,00BDGN,E05000532,10750,2400,22.5,2.5,4280.0,5.3,10.8,79.5,450000.0,45040.0,13.4,55.2,45.6,1.1
Richmond upon Thames,00BDGP,E05000533,10050,1900,19.1,1.6,6250.0,9.3,14.5,76.5,420000.0,42230.0,17.0,49.6,21.2,1.2
Southwark,00BEGC,E05000534,13600,2700,19.8,0.9,14833.3,11.9,27.4,66.8,346500.0,36310.0,15.2,104.8,7.0,0.5
Southwark,00BEGD,E05000535,15950,3400,21.3,1.0,15450.0,16.3,31.7,64.6,310000.0,31840.0,19.3,111.2,1.6,0.4
Southwark,00BEGE,E05000536,17250,1700,9.9,1.8,9027.8,11.4,22.8,62.9,580000.0,40430.0,12.7,184.9,15.7,0.4
Southwark,00BEGF,E05000537,16200,2300,14.3,0.8,19750.0,12.8,23.3,66.4,442000.0,37780.0,11.3,114.4,5.6,0.4
Southwark,00BEGG,E05000538,11900,2450,20.6,3.2,3687.5,14.1,24.7,71.1,350000.0,42600.0,13.6,73.3,43.7,0.8
Southwark,00BEGH,E05000539,12400,2500,20.0,1.0,12250.0,5.9,19.3,79.2,572500.0,48670.0,12.3,60.3,0.7,0.7
Southwark,00BEGJ,E05000540,13850,2450,17.8,1.1,11545.5,16.4,35.0,62.5,315000.0,31010.0,20.8,159.3,24.1,0.4
Southwark,00BEGK,E05000541,13050,3000,23.0,0.9,14333.3,19.0,30.2,62.3,315000.0,30760.0,21.8,97.4,30.0,0.4
Southwark,00BEGL,E05000542,17600,2500,14.1,1.2,13750.0,14.3,27.1,69.1,500000.0,38500.0,15.7,106.2,4.5,0.4
Southwark,00BEGM,E05000543,15000,3450,22.9,1.4,10357.1,15.0,31.6,60.3,289995.0,28880.0,23.8,98.2,4.5,0.4
Southwark,00BEGN,E05000544,15500,2600,16.9,0.8,18562.5,13.7,26.6,66.3,380000.0,34190.0,19.4,110.4,3.7,0.4
Southwark,00BEGP,E05000545,13850,2850,20.7,1.3,10538.5,14.5,24.8,65.0,356250.0,33540.0,21.1,68.7,20.1,0.5
Southwark,00BEGQ,E05000546,15350,3650,23.7,0.9,16666.7,15.9,30.1,61.2,285000.0,30030.0,19.6,95.7,7.0,0.5
Southwark,00BEGR,E05000547,13550,2950,21.7,2.3,5847.8,9.2,19.7,74.9,421000.0,42820.0,13.8,56.5,45.7,0.7
Southwark,00BEGS,E05000548,16600,2250,13.6,1.3,11923.1,9.8,24.1,74.9,585000.0,43110.0,13.5,101.9,23.2,0.5
Southwark,00BEGT,E05000549,15050,2650,17.7,1.5,9600.0,10.3,31.6,69.3,421800.0,36970.0,17.5,97.5,34.1,0.5
Southwark,00BEGU,E05000550,14400,2850,19.8,1.0,14050.0,11.2,29.6,64.8,288025.0,31150.0,21.9,103.3,3.0,0.5
Southwark,00BEGW,E05000551,13200,2550,19.2,1.3,9884.6,10.2,23.9,70.7,396089.0,41130.0,12.4,52.2,19.9,0.6
Southwark,00BEGX,E05000552,15400,1950,12.7,1.9,7605.3,8.5,23.2,77.7,415000.0,45410.0,11.8,53.7,40.3,0.6
Southwark,00BEGY,E05000553,16450,3550,21.6,1.4,11357.1,13.2,29.2,68.9,407500.0,37940.0,17.5,138.1,6.0,0.5
Southwark,00BEGZ,E05000554,12500,2800,22.3,2.8,4446.4,6.6,12.0,77.2,850000.0,58400.0,9.4,57.5,33.8,1.0
Sutton,00BFGC,E05000555,10550,2200,20.7,5.0,2110.0,6.3,20.4,77.2,289000.0,39290.0,19.8,59.6,53.0,1.3
Sutton,00BFGD,E05000556,10900,2350,21.4,3.1,3548.4,8.6,21.8,69.1,386000.0,35600.0,21.0,52.9,39.0,1.3
Sutton,00BFGE,E05000557,10350,1900,18.5,2.3,4500.0,7.9,17.2,76.2,290000.0,44260.0,13.7,35.6,19.0,1.2
Sutton,00BFGF,E05000558,10400,2050,19.8,2.0,5200.0,6.4,13.1,78.6,318000.0,42200.0,15.4,44.4,26.9,1.2
Sutton,00BFGG,E05000559,10200,2150,20.8,7.1,1422.5,5.9,14.6,76.5,419995.0,44270.0,15.5,34.1,68.2,1.5
Sutton,00BFGH,E05000560,10550,1950,18.5,3.9,2705.1,7.1,12.5,76.4,376000.0,46220.0,14.6,33.9,24.7,1.5
Sutton,00BFGJ,E05000561,10900,1900,17.5,1.9,5736.8,4.6,10.7,79.1,388500.0,42640.0,18.6,44.4,10.4,1.4
Sutton,00BFGK,E05000562,12300,3050,24.7,1.5,8200.0,11.5,26.5,69.6,248000.0,31040.0,27.3,71.9,25.8,1.0
Sutton,00BFGL,E05000563,11000,2050,18.7,2.0,5500.0,8.5,20.3,77.9,347500.0,39210.0,20.5,48.5,21.5,1.4
Sutton,00BFGM,E05000564,11550,2500,21.4,1.3,8769.2,9.1,20.6,75.6,240000.0,35660.0,18.6,158.4,12.9,0.8
Sutton,00BFGN,E05000565,10600,2200,20.9,1.9,5605.3,9.5,20.2,75.6,300500.0,38060.0,21.6,46.1,28.5,1.1
Sutton,00BFGP,E05000566,10000,1700,16.9,1.3,7653.8,8.2,18.2,78.1,250000.0,40460.0,15.7,42.5,8.1,0.9
Sutton,00BFGQ,E05000567,10900,2050,18.6,1.8,6055.6,8.3,17.2,79.3,270000.0,41610.0,13.5,33.8,23.1,1.1
Sutton,00BFGR,E05000568,10500,2100,20.2,1.5,7000.0,8.0,24.0,77.5,257500.0,36790.0,22.2,61.4,18.0,1.1
Sutton,00BFGS,E05000569,10900,2250,20.8,1.6,6843.8,7.2,15.7,76.8,272000.0,38710.0,16.4,50.6,19.2,1.1
Sutton,00BFGT,E05000570,10650,2000,18.8,1.7,6235.3,8.3,24.5,74.2,246000.0,37960.0,18.7,50.5,9.5,1.1
Sutton,00BFGU,E05000571,12250,3000,24.5,2.1,5761.9,10.0,22.8,72.0,243500.0,32330.0,23.7,65.6,40.5,1.0
