Ward name,Old code,New code,Population,Children_0-15 ,Children_0-15 %,Area - Square,Population_density, children_obese%, children_obese_year6,Employment_rate ,House_Price,Household_income,no_qualifications%,Crime_rate %,open_space% ,Cars_per_household 
Enfield,00AKGS,E05000199,17000,4500,26.4,3.3,5166.7,16.3,26.7,62.0,217250.0,30240.0,26.5,69.2,39.6,0.9
Enfield,00AKGT,E05000200,13300,2300,17.3,3.3,4015.2,8.6,11.7,74.8,360000.0,45960.0,16.1,59.4,27.4,1.3
Enfield,00AKGU,E05000201,16500,4050,24.5,1.8,9277.8,14.5,26.9,59.3,260000.0,29600.0,27.2,61.1,27.0,0.8
Enfield,00AKGW,E05000202,13550,2200,16.4,5.1,2647.1,8.9,19.4,72.9,375000.0,43540.0,18.7,40.4,56.4,1.2
Enfield,00AKGX,E05000203,14600,3500,24.1,3.9,3782.1,12.8,24.3,62.2,250000.0,30800.0,28.5,58.8,60.6,1.0
Enfield,00AKGY,E05000204,16700,4700,28.0,2.2,7681.8,13.2,27.6,57.9,248000.0,28110.0,28.5,56.2,40.6,0.7
Enfield,00AKGZ,E05000205,15650,2900,18.5,1.9,8263.2,11.0,22.5,70.2,353500.0,37970.0,20.6,70.3,15.4,1.0
Enfield,00AKHA,E05000206,17050,4400,25.7,3.5,4771.4,16.7,29.6,58.0,248000.0,28560.0,26.9,80.6,44.5,0.8
Enfield,00AKHB,E05000207,14950,3700,24.7,2.9,5172.4,12.0,21.4,65.0,265000.0,33260.0,24.6,98.8,29.3,0.9
Enfield,00AKHC,E05000208,14800,2850,19.2,2.7,5537.0,9.5,17.5,71.1,347500.0,41520.0,16.1,62.6,27.1,1.1
Enfield,00AKHD,E05000209,14400,2550,17.9,2.6,5538.5,9.7,21.8,70.4,500000.0,42750.0,16.3,43.2,20.6,1.1
Enfield,00AKHE,E05000210,15150,3000,19.8,2.2,6954.5,10.8,20.6,75.9,350000.0,42300.0,17.4,50.3,16.0,1.2
Enfield,00AKHF,E05000211,14700,3600,24.4,2.3,6434.8,13.4,25.8,60.9,250000.0,28960.0,30.2,74.5,30.5,1.0
Enfield,00AKHG,E05000212,18600,4800,25.7,2.7,6777.8,14.7,30.1,58.4,250000.0,28480.0,28.3,120.2,17.6,0.8
Enfield,00AKHH,E05000213,13700,2550,18.6,2.8,4928.6,6.6,19.3,75.1,435000.0,45880.0,15.4,43.7,25.2,1.2
Greenwich,00ALGP,E05000214,16200,4300,26.4,2.7,5722.2,16.6,28.8,63.6,250000.0,31540.0,25.3,77.6,44.0,0.7
Greenwich,00ALGQ,E05000215,13300,2300,17.3,2.1,6047.6,6.8,21.9,75.5,427500.0,49160.0,12.1,76.6,15.4,0.8
Greenwich,00ALGR,E05000216,14650,3300,22.6,2.0,7050.0,12.8,26.4,67.7,363000.0,37940.0,20.8,60.7,31.5,0.7
Greenwich,00ALGS,E05000217,13450,2350,17.4,2.5,5180.0,10.5,21.9,70.7,325000.0,38390.0,25.4,58.1,20.0,1.1
Greenwich,00ALGT,E05000218,12900,2250,17.6,2.6,4788.5,6.8,16.1,75.1,345000.0,43120.0,20.0,67.2,24.6,1.1
Greenwich,00ALGU,E05000219,13100,2050,15.8,4.6,2717.4,12.1,24.3,64.9,288750.0,37120.0,21.5,75.9,54.6,1.0
Greenwich,00ALGW,E05000220,12500,2700,21.5,2.4,4666.7,13.8,24.4,64.0,315500.0,34250.0,30.8,59.9,30.5,0.9
Greenwich,00ALGX,E05000221,18500,4350,23.6,1.7,10441.2,14.1,24.7,62.5,224995.0,31690.0,21.4,60.9,32.6,0.6
Greenwich,00ALGY,E05000222,18450,3450,18.8,2.8,6053.6,11.1,25.2,68.6,450000.0,42270.0,12.8,104.0,49.0,0.6
Greenwich,00ALGZ,E05000223,14650,2900,19.7,2.4,5854.2,11.0,24.1,67.3,260050.0,35740.0,23.7,70.3,28.2,0.9
Greenwich,00ALHA,E05000224,13900,2900,20.8,3.3,4045.5,11.5,25.0,65.6,292755.0,35340.0,25.5,64.4,37.0,0.9
Greenwich,00ALHB,E05000225,24500,4650,19.0,4.5,4155.6,7.0,20.3,74.2,379000.0,41840.0,15.0,107.6,33.7,0.6
Greenwich,00ALHC,E05000226,17050,3950,23.1,2.4,6854.2,14.1,25.3,63.9,249000.0,32390.0,21.6,78.7,41.0,0.7
Greenwich,00ALHD,E05000227,13750,2750,20.2,3.8,3486.8,12.8,22.7,69.5,270000.0,39030.0,19.4,46.3,57.2,1.0
Greenwich,00ALHE,E05000228,22200,6450,29.1,4.8,4218.8,16.9,28.9,62.9,190000.0,34450.0,18.7,70.5,55.4,0.7
Greenwich,00ALHF,E05000229,19550,5250,26.7,2.6,6903.8,14.0,26.6,60.5,267500.0,30260.0,21.8,103.0,39.4,0.6
Greenwich,00ALHG,E05000230,23050,5550,24.0,3.2,6359.4,15.4,24.1,64.7,266250.0,33540.0,19.9,112.8,34.9,0.5
Hackney,00AMGA,E05000231,13300,1850,13.8,0.8,15187.5,15.0,28.8,72.0,440000.0,40070.0,14.1,87.3,25.6,0.4
Hackney,00AMGB,E05000232,13800,4050,29.3,0.7,19214.3,12.1,24.5,64.8,375000.0,38130.0,23.5,49.7,12.8,0.4
Hackney,00AMGC,E05000233,13950,2950,21.1,0.9,15055.6,17.4,23.8,63.0,415000.0,32510.0,21.1,115.3,20.4,0.4
Hackney,00AMGD,E05000234,12650,2450,19.3,0.7,17642.9,8.9,17.6,73.3,499950.0,45450.0,14.3,75.4,12.3,0.5
Hackney,00AMGE,E05000235,15950,2650,16.6,0.9,17000.0,10.6,26.7,70.4,485000.0,38230.0,15.9,158.6,17.1,0.4
Hackney,00AMGF,E05000236,15200,2400,15.8,0.9,16000.0,13.7,30.3,71.1,480000.0,39060.0,15.6,147.9,14.2,0.4
Hackney,00AMGG,E05000237,13200,2300,17.5,0.8,16000.0,14.4,25.6,66.6,450000.0,35260.0,18.4,114.6,14.1,0.3
Hackney,00AMGH,E05000238,13400,2600,19.5,1.0,13100.0,10.7,25.7,65.1,433000.0,35700.0,19.3,80.0,33.8,0.4
Hackney,00AMGJ,E05000239,15250,2200,14.5,1.2,12166.7,13.5,29.0,67.4,452500.0,36080.0,16.1,162.3,19.1,0.3
Hackney,00AMGK,E05000240,16300,2450,15.0,0.8,19750.0,14.8,27.6,62.7,475000.0,34970.0,17.7,127.2,27.6,0.3
Hackney,00AMGL,E05000241,11650,2800,24.1,1.8,6305.6,14.6,25.5,57.6,383000.0,31970.0,24.6,68.0,66.9,0.5
Hackney,00AMGM,E05000242,14600,2950,20.1,1.1,12954.5,10.7,22.1,65.6,375000.0,35110.0,18.5,79.9,23.0,0.5
Hackney,00AMGN,E05000243,12700,3650,28.6,1.2,10333.3,10.1,23.1,64.6,420000.0,39940.0,24.2,66.5,33.6,0.5
Hackney,00AMGP,E05000244,14500,4250,29.2,1.0,13450.0,18.2,29.1,58.2,340000.0,35590.0,29.0,63.1,28.0,0.4
Hackney,00AMGQ,E05000245,14450,2400,16.6,1.1,12727.3,12.9,21.8,67.7,465000.0,36720.0,18.8,116.8,15.6,0.4
Hackney,00AMGR,E05000246,12800,4200,32.7,1.0,12500.0,13.5,23.8,53.8,285000.0,33570.0,31.7,73.7,26.5,0.4
Hackney,00AMGS,E05000247,13050,2100,16.1,0.7,18214.3,10.7,25.6,73.4,483125.0,42400.0,14.2,93.3,13.3,0.4
Hackney,00AMGT,E05000248,13750,2750,20.1,0.8,16812.5,14.8,28.6,65.6,471250.0,37350.0,19.5,93.0,21.0,0.4
Hackney,00AMGU,E05000249,12350,2600,20.9,1.6,7500.0,15.8,30.8,60.4,340000.0,32890.0,22.8,99.8,48.8,0.5
Hammersmith and Fulham,00ANGA,E05000250,11650,1850,16.1,0.6,19083.3,6.4,23.8,76.2,572500.0,43970.0,9.3,107.4,0.3,0.5
Hammersmith and Fulham,00ANGB,E05000251,14300,2550,17.8,0.8,17562.5,9.5,21.6,71.8,499999.5,38450.0,13.7,75.4,3.6,0.5
Hammersmith and Fulham,00ANGC,E05000252,12700,1550,12.2,0.9,13722.2,11.1,25.3,69.5,618250.0,43350.0,9.3,70.5,8.8,0.5
Hammersmith and Fulham,00ANGD,E05000253,10700,2100,19.5,3.4,2897.1,12.8,21.8,62.6,458000.0,30890.0,23.0,115.7,43.8,0.4
Hammersmith and Fulham,00ANGE,E05000254,11550,1650,14.4,0.7,16000.0,8.3,20.0,72.4,805000.0,42130.0,14.8,95.2,3.1,0.5
Hammersmith and Fulham,00ANGF,E05000255,11800,1550,13.1,0.9,12777.8,12.1,21.1,71.0,786250.0,42010.0,11.7,98.6,20.9,0.5
Hammersmith and Fulham,00ANGG,E05000256,12250,2000,16.3,1.1,10954.5,8.7,23.0,69.9,741250.0,39500.0,15.0,224.9,9.1,0.5
Hammersmith and Fulham,00ANGH,E05000257,11150,1900,17.1,0.6,18250.0,10.3,19.5,76.7,745000.0,50240.0,9.7,64.5,8.5,0.7
Hammersmith and Fulham,00ANGJ,E05000258,12650,1600,12.8,0.6,20083.3,8.0,26.0,72.7,558000.0,39510.0,11.2,64.6,10.7,0.4
Hammersmith and Fulham,00ANGK,E05000259,7600,1400,18.2,1.5,5000.0,9.1,12.7,74.3,950000.0,53330.0,9.9,90.8,54.7,0.9
Hammersmith and Fulham,00ANGL,E05000260,10850,2100,19.3,0.9,11944.4,9.1,23.4,73.7,1330000.0,55720.0,9.5,124.8,9.8,0.8
Hammersmith and Fulham,00ANGM,E05000261,11000,1950,17.7,1.2,9000.0,7.7,13.1,72.2,704000.0,45510.0,9.9,101.1,16.3,0.6
Hammersmith and Fulham,00ANGN,E05000262,13550,2550,18.9,1.4,9321.4,14.5,27.5,69.3,827750.0,44170.0,12.8,69.6,25.0,0.6
Hammersmith and Fulham,00ANGP,E05000263,12950,2100,16.2,1.1,11318.2,10.7,28.1,72.0,440000.0,36430.0,13.9,281.4,9.7,0.4
Hammersmith and Fulham,00ANGQ,E05000264,11350,2050,17.9,0.7,15928.6,12.5,24.3,76.4,690000.0,47940.0,9.4,100.7,0.0,0.6
Hammersmith and Fulham,00ANGR,E05000265,13750,2950,21.5,0.9,14944.4,10.5,28.2,62.2,427500.0,31860.0,21.5,71.9,4.6,0.5
Haringey,00APGA,E05000266,12050,2450,20.4,2.6,4596.2,4.5,9.9,76.7,625000.0,51450.0,8.0,63.6,52.2,1.0
Haringey,00APGB,E05000267,14400,2550,17.6,1.4,10035.7,10.6,22.8,69.0,332350.0,34550.0,17.3,82.0,22.8,0.6
Haringey,00APGC,E05000268,15050,3250,21.7,0.9,16388.9,14.8,26.4,61.8,325000.0,30340.0,22.5,85.2,4.9,0.5
Haringey,00APGD,E05000269,12800,2050,16.2,1.4,8964.3,2.4,11.6,80.9,563750.0,52070.0,6.4,67.3,13.9,0.7
Haringey,00APGE,E05000270,13000,2500,19.4,2.0,6400.0,4.6,9.2,75.9,465000.0,49950.0,9.2,57.9,24.0,0.9
Haringey,00APGF,E05000271,14100,2150,15.1,1.6,8562.5,7.8,25.9,71.8,430000.0,37150.0,14.0,89.5,45.4,0.5
Haringey,00APGG,E05000272,12100,1800,14.8,2.5,4740.0,3.8,14.9,79.0,732500.0,53710.0,6.4,56.6,41.8,0.8
Haringey,00APGH,E05000273,13100,2300,17.7,1.1,11727.3,8.2,17.2,72.4,419000.0,40260.0,13.8,67.2,10.0,0.6
Haringey,00APGJ,E05000274,11050,1900,16.9,1.7,6411.8,2.7,10.2,78.4,820000.0,53910.0,8.3,71.7,30.7,0.9
Haringey,00APGK,E05000275,14700,2600,17.8,1.2,11958.3,14.2,31.3,63.2,350000.0,30620.0,20.8,200.7,11.5,0.5
Haringey,00APGL,E05000276,15150,3800,25.1,1.9,7763.2,17.2,30.5,52.3,252500.0,25090.0,29.2,130.5,23.0,0.5
Haringey,00APGM,E05000277,16100,2850,17.6,1.1,14000.0,11.1,27.6,65.6,370000.0,32460.0,20.4,71.0,20.0,0.5
Haringey,00APGN,E05000278,16650,4200,25.3,1.3,12500.0,10.7,28.6,63.7,372500.0,33500.0,24.4,80.0,21.8,0.5
Haringey,00APGP,E05000279,12250,1900,15.5,1.1,10909.1,5.8,18.1,77.3,477500.0,44780.0,10.1,54.0,24.7,0.6
Haringey,00APGQ,E05000280,15900,3300,20.7,1.4,10928.6,13.9,28.5,61.3,326500.0,28920.0,22.7,134.5,10.5,0.4
Haringey,00APGR,E05000281,17300,3850,22.2,1.9,8552.6,16.5,28.8,56.3,251500.0,27340.0,24.7,103.7,29.0,0.5
Haringey,00APGS,E05000282,14050,2550,18.3,1.4,9821.4,13.8,26.6,63.3,350000.0,31110.0,23.9,80.4,38.2,0.5
Haringey,00APGT,E05000283,13950,3350,23.9,1.7,8058.8,16.2,26.9,54.8,267000.0,27010.0,30.0,82.1,27.9,0.6
Haringey,00APGU,E05000284,15400,2800,18.3,1.5,10000.0,12.0,23.5,66.6,345000.0,32010.0,20.0,84.2,26.8,0.6
Harrow,00AQFY,E05000285,11650,2350,20.4,1.8,6444.4,7.1,15.9,71.8,435000.0,42380.0,15.1,35.3,11.0,1.5
Harrow,00AQFZ,E05000286,13500,2600,19.3,5.6,2339.3,13.1,20.0,71.9,402500.0,39890.0,17.8,42.1,57.3,1.3
Harrow,00AQGA,E05000287,12050,2550,21.1,1.4,8571.4,11.3,20.6,68.6,357500.0,33600.0,22.5,52.6,14.9,1.1
Harrow,00AQGB,E05000288,13100,2500,19.1,1.7,7617.6,10.9,20.5,71.1,272000.0,37550.0,11.7,129.9,7.7,0.8
Harrow,00AQGC,E05000289,12850,2800,21.9,3.6,3527.8,9.8,23.0,68.2,343000.0,39630.0,13.3,57.3,43.4,1.0
Harrow,00AQGD,E05000290,11650,2200,19.0,4.6,2532.6,12.7,20.5,69.1,384000.0,36940.0,19.4,47.0,56.3,1.3
Harrow,00AQGE,E05000291,10950,2050,18.6,3.3,3303.0,6.8,22.3,73.2,500000.0,42350.0,15.4,41.5,31.0,1.4
Harrow,00AQGF,E05000292,10400,1800,17.2,3.3,3136.4,4.8,17.0,73.8,427500.0,44470.0,12.9,40.9,49.5,1.4
Harrow,00AQGG,E05000293,11600,2350,20.4,1.5,7666.7,8.1,20.1,71.7,322500.0,39090.0,13.1,39.7,14.4,1.1
Harrow,00AQGH,E05000294,11500,2150,18.5,1.3,8846.2,11.6,22.3,68.5,380000.0,32880.0,23.4,33.5,7.2,1.2
Harrow,00AQGJ,E05000295,11550,2000,17.3,1.8,6388.9,10.4,21.8,71.6,434475.0,38400.0,17.9,40.0,17.9,1.4
Harrow,00AQGK,E05000296,13000,2900,22.4,1.6,8000.0,10.9,24.2,68.4,268950.0,34450.0,17.1,60.9,8.3,0.9
Harrow,00AQGL,E05000297,10300,1850,18.0,3.3,3106.1,10.4,12.8,71.8,400000.0,43950.0,14.7,44.7,28.6,1.3
Harrow,00AQGM,E05000298,10650,2200,20.8,2.4,4416.7,6.4,15.2,75.2,520000.0,49420.0,11.4,24.5,22.2,1.4
Harrow,00AQGN,E05000299,12350,2600,21.3,1.6,7687.5,10.5,23.8,68.1,390000.0,35030.0,20.8,37.4,23.3,1.2
Harrow,00AQGP,E05000300,11450,2350,20.6,1.5,7600.0,6.0,17.9,71.5,380000.0,40310.0,13.7,33.5,10.7,1.3
Harrow,00AQGQ,E05000301,13150,3200,24.5,1.5,8733.3,9.5,22.7,64.8,290000.0,32130.0,19.2,53.1,15.3,1.0
Harrow,00AQGR,E05000302,12000,2650,22.2,1.6,7468.8,9.7,22.3,68.6,355000.0,35110.0,17.3,64.1,18.4,1.2
Harrow,00AQGS,E05000303,11450,2000,17.5,4.5,2544.4,9.3,15.9,68.6,555000.0,39210.0,19.7,53.3,45.8,1.4
Harrow,00AQGT,E05000304,11700,2800,23.8,1.2,9708.3,11.8,23.3,65.1,310000.0,32080.0,20.9,54.5,3.3,1.0
Harrow,00AQGU,E05000305,10700,2150,19.9,1.5,7066.7,7.3,20.6,71.5,363500.0,40210.0,13.4,31.2,19.7,1.1
Havering,00ARGC,E05000306,17100,3850,22.4,4.2,3785.7,8.0,21.9,72.7,207500.0,35250.0,24.9,71.9,44.9,1.0
Havering,00ARGD,E05000307,12650,2150,16.8,6.6,1901.5,9.0,19.0,75.6,320000.0,42250.0,22.2,32.3,55.9,1.3
Havering,00ARGE,E05000308,12700,2350,18.5,3.7,3391.9,11.0,23.4,73.4,250000.0,34730.0,29.6,39.4,55.7,1.1
Havering,00ARGF,E05000309,12100,1850,15.3,4.6,2608.7,10.5,19.6,74.3,365000.0,43790.0,23.1,36.3,31.3,1.6
Havering,00ARGG,E05000310,15400,3600,23.5,7.8,1916.7,14.3,21.9,63.0,229000.0,29400.0,34.2,79.9,68.4,1.0
Havering,00ARGH,E05000311,12600,2000,15.9,2.5,4960.0,12.1,16.7,75.7,296500.0,39740.0,25.3,26.1,24.2,1.3
Havering,00ARGJ,E05000312,13750,2550,18.6,7.6,1730.3,7.7,17.1,72.2,250000.0,37010.0,25.8,67.8,60.7,1.2
Havering,00ARGK,E05000313,13200,2700,20.5,9.8,1326.5,9.7,22.2,69.1,250000.0,33590.0,30.4,45.7,75.2,1.3
Havering,00ARGL,E05000314,13200,2900,22.1,3.4,3779.4,12.8,24.8,64.3,217000.0,29560.0,35.8,68.2,45.3,1.0
Havering,00ARGM,E05000315,13150,2100,15.9,2.9,4500.0,3.9,16.8,75.6,275000.0,39890.0,23.7,55.8,26.1,1.4
Havering,00ARGN,E05000316,13100,2550,19.4,3.0,4316.7,10.6,21.8,73.2,250000.0,35820.0,29.6,52.2,32.1,1.2
Havering,00ARGP,E05000317,13050,2200,17.0,4.0,3237.5,9.7,11.6,74.9,295000.0,40010.0,25.7,40.8,32.4,1.4
Havering,00ARGQ,E05000318,13150,2500,18.9,16.9,754.4,13.6,24.0,72.4,240000.0,34470.0,29.8,74.1,79.0,1.3
Havering,00ARGR,E05000319,18700,3650,19.6,2.9,5931.0,10.2,21.0,74.4,225000.0,37160.0,21.0,167.9,8.1,0.9
Havering,00ARGS,E05000320,13650,2300,16.7,2.7,4981.5,11.5,18.5,76.1,272500.0,38130.0,26.2,65.2,18.7,1.2
Havering,00ARGT,E05000321,16550,3600,21.6,6.8,2198.5,11.3,23.1,70.5,242000.0,33160.0,31.4,56.7,45.1,1.2
Havering,00ARGU,E05000322,13400,2450,18.1,2.6,5096.2,10.4,22.7,77.3,280250.0,41740.0,20.0,40.8,16.7,1.3
Havering,00ARGW,E05000323,12950,2000,15.4,22.5,571.1,6.8,13.5,76.4,420000.0,47580.0,19.0,49.7,82.0,1.4
Hillingdon,00ASGG,E05000324,14050,3450,24.7,2.1,6595.2,11.5,27.1,65.0,250000.0,31800.0,22.4,81.6,27.7,1.2
Hillingdon,00ASGH,E05000325,15950,4200,26.5,4.4,3545.5,9.8,22.6,64.0,250000.0,30700.0,24.0,96.5,32.2,1.1
Hillingdon,00ASGJ,E05000326,14750,2350,15.9,3.3,4424.2,10.3,17.9,57.5,273750.0,34630.0,17.6,96.8,40.5,1.1
Hillingdon,00ASGK,E05000327,12100,2400,19.8,2.0,6000.0,6.4,16.7,77.6,400000.0,43970.0,17.2,33.8,17.7,1.4
Hillingdon,00ASGL,E05000328,13200,3000,22.7,3.0,4350.0,11.3,20.8,71.0,275000.0,35410.0,21.6,52.6,44.9,1.3
Hillingdon,00ASGM,E05000329,12600,2150,17.2,4.1,3048.8,5.9,12.1,76.8,500000.0,47380.0,13.6,41.9,33.4,1.5
Hillingdon,00ASGN,E05000330,7750,1550,19.7,15.2,500.0,10.0,18.5,75.7,310000.0,37990.0,23.8,64.3,85.5,1.4
Hillingdon,00ASGP,E05000331,13250,3050,23.2,23.5,546.8,12.8,23.2,71.7,209000.0,33170.0,19.2,272.2,29.5,1.1
Hillingdon,00ASGQ,E05000332,13700,3100,22.5,3.6,3722.2,9.0,19.6,72.4,311000.0,37250.0,19.3,55.8,48.2,1.3
Hillingdon,00ASGR,E05000333,10750,1900,17.6,6.2,1725.8,7.0,13.3,76.6,521000.0,48770.0,14.6,33.2,55.7,1.6
Hillingdon,00ASGS,E05000334,11900,2400,20.1,2.0,5875.0,9.3,14.9,80.5,372500.0,43460.0,17.0,38.8,18.1,1.3
Hillingdon,00ASGT,E05000335,10850,1750,16.1,7.4,1452.7,4.1,13.9,73.3,470000.0,46550.0,13.3,46.3,61.0,1.3
Hillingdon,00ASGU,E05000336,12050,2250,18.9,3.3,3606.1,8.3,20.6,74.3,413500.0,43320.0,16.6,53.9,33.3,1.3
Hillingdon,00ASGW,E05000337,15750,4150,26.2,2.7,5703.7,9.8,23.2,66.8,280000.0,31830.0,22.0,73.6,26.9,1.2
Hillingdon,00ASGX,E05000338,12950,2650,20.7,7.4,1723.0,9.3,19.3,77.5,305000.0,40060.0,18.3,64.8,62.8,1.2
Hillingdon,00ASGY,E05000339,14900,3550,24.0,3.5,4171.4,10.9,23.0,63.2,280000.0,30430.0,24.7,131.2,30.9,1.0
Hillingdon,00ASGZ,E05000340,13100,2400,18.4,4.6,2771.7,7.4,14.6,74.0,349950.0,41470.0,16.8,100.6,34.4,1.3
Hillingdon,00ASHA,E05000341,15000,2050,13.6,3.1,4758.1,12.3,20.9,56.8,259000.0,34270.0,14.1,103.3,25.9,1.0
Hillingdon,00ASHB,E05000342,15250,3600,23.5,3.5,4257.1,10.0,22.7,69.0,249997.0,32680.0,24.3,81.5,31.9,1.1
Hillingdon,00ASHC,E05000343,11600,2150,18.6,4.4,2545.5,5.9,12.7,78.2,335000.0,43470.0,16.3,65.4,49.5,1.3
Hillingdon,00ASHD,E05000344,14250,3800,26.8,2.3,6087.0,10.4,23.7,66.1,250000.0,33240.0,19.8,76.4,33.4,1.1
Hillingdon,00ASHE,E05000345,13750,3150,22.7,4.0,3362.5,11.0,24.5,68.2,225000.0,32340.0,23.7,110.1,41.3,1.0
Hounslow,00ATFY,E05000346,12950,2950,22.8,4.4,2965.9,11.7,28.3,72.2,229000.0,31870.0,24.0,65.0,52.5,1.1
Hounslow,00ATFZ,E05000347,15800,2950,18.5,3.2,4828.1,12.6,22.6,68.0,370000.0,35040.0,17.2,80.0,42.8,0.8
Hounslow,00ATGA,E05000348,11650,2200,18.8,2.3,5087.0,6.7,16.9,76.1,772500.0,51830.0,9.3,83.5,42.2,0.9
Hounslow,00ATGB,E05000349,11700,2300,19.7,2.1,5642.9,6.6,13.3,77.4,650000.0,49680.0,9.2,62.2,35.2,1.0
Hounslow,00ATGC,E05000350,12750,2800,22.2,2.7,4722.2,12.7,26.6,65.6,226500.0,30860.0,20.2,74.4,26.4,1.0
Hounslow,00ATGD,E05000351,11850,2400,20.3,3.4,3514.7,12.7,25.9,71.6,270000.0,32850.0,26.1,77.4,37.0,1.1
Hounslow,00ATGE,E05000352,15800,3950,25.0,3.2,4968.8,14.5,24.2,71.8,225000.0,34010.0,20.5,69.8,41.4,1.0
Hounslow,00ATGF,E05000353,12400,2900,23.6,3.3,3787.9,13.1,27.1,66.9,250000.0,31150.0,26.4,72.9,45.6,1.0
Hounslow,00ATGG,E05000354,12250,2600,21.1,3.6,3347.2,14.0,25.7,72.9,250000.0,34340.0,23.4,70.5,41.4,1.1
Hounslow,00ATGH,E05000355,12600,2650,21.0,1.7,7500.0,13.5,29.4,66.6,348000.0,33580.0,17.3,53.0,15.8,1.1
Hounslow,00ATGJ,E05000356,12700,2600,20.4,2.0,6400.0,10.5,22.8,67.5,248000.0,34030.0,16.1,63.3,27.1,1.2
Hounslow,00ATGK,E05000357,12750,2900,22.9,3.8,3381.6,9.0,24.6,62.2,280000.0,29490.0,21.8,100.3,39.1,1.1
Hounslow,00ATGL,E05000358,16200,3300,20.3,1.7,9441.2,11.8,22.2,71.4,249950.0,35830.0,12.8,166.8,11.1,0.7
Hounslow,00ATGM,E05000359,15250,3700,24.3,2.8,5446.4,10.8,24.7,67.6,249950.0,32530.0,15.7,64.0,48.6,0.9
Hounslow,00ATGN,E05000360,11700,2200,19.0,1.8,6555.6,9.3,16.6,74.1,375000.0,39920.0,15.7,41.4,17.9,1.3
Hounslow,00ATGP,E05000361,13750,2650,19.2,1.6,8437.5,10.7,27.4,69.6,270000.0,31890.0,16.3,92.1,10.2,0.9
Hounslow,00ATGQ,E05000362,12150,2700,22.3,2.0,6125.0,10.7,20.7,70.6,301000.0,34790.0,19.9,69.5,22.6,0.9
Hounslow,00ATGR,E05000363,13350,2600,19.3,6.3,2134.9,8.4,15.8,75.3,345500.0,42140.0,10.8,73.2,54.3,1.2
Hounslow,00ATGS,E05000364,14200,2950,20.7,2.9,4862.1,9.7,23.6,73.0,365000.0,37040.0,16.4,82.2,42.5,0.9
Hounslow,00ATGT,E05000365,11800,1850,15.8,1.8,6583.3,7.3,15.7,77.0,634000.0,47080.0,9.9,95.0,7.4,0.8
Islington,00AUFX,E05000366,12950,1950,15.0,0.8,15937.5,9.9,23.4,68.1,715000.0,44970.0,16.3,131.4,11.0,0.5
Islington,00AUFY,E05000367,16700,2200,13.1,1.1,14454.5,12.4,22.9,59.8,640000.0,39200.0,15.8,179.7,13.5,0.3
Islington,00AUFZ,E05000368,14950,2200,14.8,1.1,13227.3,13.0,21.9,61.7,447500.0,35840.0,21.0,138.8,16.4,0.4
Islington,00AUGA,E05000369,12500,2250,18.2,0.8,15437.5,9.1,22.7,69.2,550000.0,40590.0,19.2,80.2,14.4,0.4
Islington,00AUGB,E05000370,12350,1450,11.7,0.9,13444.4,12.9,22.5,62.6,732500.0,43350.0,15.1,154.3,9.3,0.4
Islington,00AUGC,E05000371,15300,2700,17.6,0.9,16555.6,11.8,27.2,65.4,410000.0,33620.0,20.6,161.3,15.9,0.3
Islington,00AUGD,E05000372,12150,2250,18.4,1.0,11950.0,6.3,15.7,74.5,667500.0,47810.0,13.4,98.2,21.6,0.5
Islington,00AUGE,E05000373,16400,2650,16.2,1.1,14363.6,11.4,17.7,74.5,500000.0,43800.0,12.6,88.5,10.6,0.4
Islington,00AUGF,E05000374,12350,2300,18.5,0.8,15125.0,7.7,19.6,65.7,447500.0,39090.0,17.9,74.0,18.3,0.5
Islington,00AUGG,E05000375,16050,2400,15.1,1.0,15750.0,13.7,28.8,63.9,405000.0,35430.0,18.8,83.3,16.9,0.4
Islington,00AUGH,E05000376,12950,2000,15.4,1.0,12600.0,8.6,15.8,68.4,452000.0,39470.0,16.8,115.5,16.6,0.4
Islington,00AUGJ,E05000377,13500,2500,18.3,0.8,16625.0,13.9,24.4,68.6,525000.0,39300.0,17.4,92.3,10.6,0.4
Islington,00AUGK,E05000378,13100,2100,16.2,0.8,16062.5,8.7,22.2,67.8,495645.0,40860.0,16.5,76.5,8.1,0.5
Islington,00AUGL,E05000379,12500,1750,13.8,0.9,13500.0,11.4,21.8,73.0,650000.0,46190.0,15.5,192.2,9.6,0.4
Islington,00AUGM,E05000380,13200,1950,14.9,0.8,15687.5,9.1,22.9,70.4,667500.0,43870.0,17.3,127.1,10.4,0.4
Islington,00AUGN,E05000381,13900,2450,17.5,0.8,17062.5,9.1,24.1,68.5,465000.0,38090.0,17.3,86.4,13.3,0.4
Kensington and Chelsea,00AWFY,E05000382,10700,1750,16.2,0.6,16916.7,,,66.2,1295000.0,54690.0,6.3,83.2,5.9,0.6
Kensington and Chelsea,00AWFZ,E05000383,8900,1250,14.2,1.0,8700.0,,,69.2,1950000.0,64320.0,6.6,185.5,10.8,0.6
Kensington and Chelsea,00AWGA,E05000384,8250,1400,16.9,0.9,8944.4,5.2,21.4,71.6,1400000.0,65500.0,4.5,124.7,27.8,0.7
Kensington and Chelsea,00AWGB,E05000385,8400,1200,14.4,0.4,20625.0,14.0,22.0,69.9,935000.0,43560.0,13.1,172.2,10.5,0.4
